Column Name,Description in Plain English,Logic / Formula,Source Table(s),DDL & Indexes
RTS Breached Above 4 days,Data representing the rts breached above 4 days.,"logistics.logistics_order_bv.""RTS Breached Above 4 days""",logistics.logistics_order_bv,
F&B Order Average RTS (in mins),Data representing the f&b order average rts (in mins).,"logistics.logistics_order_bv.""F&B Order Average RTS (in mins)""",logistics.logistics_order_bv,
Non F&B Hyperlocal Average RTS (in mins),Data representing the non f&b hyperlocal average rts (in mins).,"logistics.logistics_order_bv.""Non F&B Hyperlocal Average RTS (in mins)""",logistics.logistics_order_bv,
Intercity Average Promised RTS (in mins),City name for the given context.,"logistics.logistics_order_bv.""Intercity Average Promised RTS (in mins)""",logistics.logistics_order_bv,
Pickup Breached 0-5 mins,Data representing the pickup breached 0-5 mins.,"logistics.logistics_order_bv.""Pickup Breached 0-5 mins""",logistics.logistics_order_bv,
Pickup Breached 5-10 mins,Data representing the pickup breached 5-10 mins.,"logistics.logistics_order_bv.""Pickup Breached 5-10 mins""",logistics.logistics_order_bv,
Pickup Breached 10-20 mins,Data representing the pickup breached 10-20 mins.,"logistics.logistics_order_bv.""Pickup Breached 10-20 mins""",logistics.logistics_order_bv,
Pickup Breached 20-30 mins,Data representing the pickup breached 20-30 mins.,"logistics.logistics_order_bv.""Pickup Breached 20-30 mins""",logistics.logistics_order_bv,
Pickup Breached Above 30 mins,Data representing the pickup breached above 30 mins.,"logistics.logistics_order_bv.""Pickup Breached Above 30 mins""",logistics.logistics_order_bv,
Pickup Breached 0-1 days,Data representing the pickup breached 0-1 days.,"logistics.logistics_order_bv.""Pickup Breached 0-1 days""",logistics.logistics_order_bv,
Pickup Breached 1-2 days,Data representing the pickup breached 1-2 days.,"logistics.logistics_order_bv.""Pickup Breached 1-2 days""",logistics.logistics_order_bv,
Pickup Breached 2-3 days,Data representing the pickup breached 2-3 days.,"logistics.logistics_order_bv.""Pickup Breached 2-3 days""",logistics.logistics_order_bv,
Pickup Breached 3-4 days,Data representing the pickup breached 3-4 days.,"logistics.logistics_order_bv.""Pickup Breached 3-4 days""",logistics.logistics_order_bv,
Pickup Breached 4-5 days,Data representing the pickup breached 4-5 days.,"logistics.logistics_order_bv.""Pickup Breached 4-5 days""",logistics.logistics_order_bv,
Pickup Breached Above 5 days,Data representing the pickup breached above 5 days.,"logistics.logistics_order_bv.""Pickup Breached Above 5 days""",logistics.logistics_order_bv,
Intercity Order Average Pickup TAT (in days),Turn-Around-Time (TAT) measurement.,"logistics.logistics_order_bv.""Intercity Order Average Pickup TAT (in days)""",logistics.logistics_order_bv,
Hyperlocal Non F&B Order Average Pickup TAT (in mins),Turn-Around-Time (TAT) measurement.,"logistics.logistics_order_bv.""Hyperlocal Non F&B Order Average Pickup TAT (in mins)""",logistics.logistics_order_bv,
F&B Order Average Pickup TAT (in mins),Turn-Around-Time (TAT) measurement.,"logistics.logistics_order_bv.""F&B Order Average Pickup TAT (in mins)""",logistics.logistics_order_bv,
Assigned Within 0-1 mins,Data representing the assigned within 0-1 mins.,"logistics.logistics_order_bv.""Assigned Within 0-1 mins""",logistics.logistics_order_bv,
Assigned Within 1-3 mins,Data representing the assigned within 1-3 mins.,"logistics.logistics_order_bv.""Assigned Within 1-3 mins""",logistics.logistics_order_bv,
Assigned Within 3-5 mins,Data representing the assigned within 3-5 mins.,"logistics.logistics_order_bv.""Assigned Within 3-5 mins""",logistics.logistics_order_bv,
Assigned Within 5-10 mins,Data representing the assigned within 5-10 mins.,"logistics.logistics_order_bv.""Assigned Within 5-10 mins""",logistics.logistics_order_bv,
Assigned Beyond 10 mins,Data representing the assigned beyond 10 mins.,"logistics.logistics_order_bv.""Assigned Beyond 10 mins""",logistics.logistics_order_bv,
Assigned Within 1 mins,Data representing the assigned within 1 mins.,"logistics.logistics_order_bv.""Assigned Within 1 mins""",logistics.logistics_order_bv,
Assigned Within 1-3 hr,Data representing the assigned within 1-3 hr.,"logistics.logistics_order_bv.""Assigned Within 1-3 hr""",logistics.logistics_order_bv,
Assign After RTS,Data representing the assign after rts.,"logistics.logistics_order_bv.""Assign After RTS""",logistics.logistics_order_bv,
Assign Before RTS,Data representing the assign before rts.,"logistics.logistics_order_bv.""Assign Before RTS""",logistics.logistics_order_bv,
Average time to Rider Assignment,Timestamp or date indicating when average time to rider assignment occurred.,"logistics.logistics_order_bv.""Average time to Rider Assignment""",logistics.logistics_order_bv,
Rider Assignment (F&B),Data representing the rider assignment (f&b).,"logistics.logistics_order_bv.""Rider Assignment (F&B)""",logistics.logistics_order_bv,
Hyperlocal Non F&B Average Rider Assignment (in mins),Data representing the hyperlocal non f&b average rider assignment (in mins).,"logistics.logistics_order_bv.""Hyperlocal Non F&B Average Rider Assignment (in mins)""",logistics.logistics_order_bv,
Intercity Rider Assignment (in mins),City name for the given context.,"logistics.logistics_order_bv.""Intercity Rider Assignment (in mins)""",logistics.logistics_order_bv,
RTS Within 0-10 mins,Data representing the rts within 0-10 mins.,"logistics.logistics_order_bv.""RTS Within 0-10 mins""",logistics.logistics_order_bv,
RTS Within 10-20 mins,Data representing the rts within 10-20 mins.,"logistics.logistics_order_bv.""RTS Within 10-20 mins""",logistics.logistics_order_bv,
RTS Within 20-30 mins,Data representing the rts within 20-30 mins.,"logistics.logistics_order_bv.""RTS Within 20-30 mins""",logistics.logistics_order_bv,
RTS Within 30-60 mins,Data representing the rts within 30-60 mins.,"logistics.logistics_order_bv.""RTS Within 30-60 mins""",logistics.logistics_order_bv,
RTS Within 60-120 mins,Data representing the rts within 60-120 mins.,"logistics.logistics_order_bv.""RTS Within 60-120 mins""",logistics.logistics_order_bv,
RTS Above 120 mins,Data representing the rts above 120 mins.,"logistics.logistics_order_bv.""RTS Above 120 mins""",logistics.logistics_order_bv,
RTS Within 0-10 hrs,Data representing the rts within 0-10 hrs.,"logistics.logistics_order_bv.""RTS Within 0-10 hrs""",logistics.logistics_order_bv,
RTS Within 10-24 hrs,Data representing the rts within 10-24 hrs.,"logistics.logistics_order_bv.""RTS Within 10-24 hrs""",logistics.logistics_order_bv,
RTS Within 1 - 3 Days,Data representing the rts within 1 - 3 days.,"logistics.logistics_order_bv.""RTS Within 1 - 3 Days""",logistics.logistics_order_bv,
RTS Within >3 Days,Data representing the rts within >3 days.,"logistics.logistics_order_bv.""RTS Within >3 Days""",logistics.logistics_order_bv,
Average Ready To Ship,Data representing the average ready to ship.,"logistics.logistics_order_bv.""Average Ready To Ship""",logistics.logistics_order_bv,
F&B Average RTS (in mins),Data representing the f&b average rts (in mins).,"logistics.logistics_order_bv.""F&B Average RTS (in mins)""",logistics.logistics_order_bv,
Hyperlocal Average RTS (in mins),Data representing the hyperlocal average rts (in mins).,"logistics.logistics_order_bv.""Hyperlocal Average RTS (in mins)""",logistics.logistics_order_bv,
Intercity Average RTS (in days),City name for the given context.,"logistics.logistics_order_bv.""Intercity Average RTS (in days)""",logistics.logistics_order_bv,
Logistics Network Partner,Data representing the logistics network partner.,"logistics.logistics_order_bv.""Logistics Network Partner""",logistics.logistics_order_bv,
Seller NP,Data representing the seller np.,"logistics.logistics_order_bv.""Seller NP""",logistics.logistics_order_bv,
Pick Up State,Turn-Around-Time (TAT) measurement.,"logistics.logistics_order_bv.""Pick Up State""",logistics.logistics_order_bv,
Delivery State,Turn-Around-Time (TAT) measurement.,"logistics.logistics_order_bv.""Delivery State""",logistics.logistics_order_bv,
Pick Up City,City name for the given context.,"logistics.logistics_order_bv.""Pick Up City""",logistics.logistics_order_bv,
Delivery City,City name for the given context.,"logistics.logistics_order_bv.""Delivery City""",logistics.logistics_order_bv,
Pick Up Tier,Data representing the pick up tier.,"logistics.logistics_order_bv.""Pick Up Tier""",logistics.logistics_order_bv,
Delivery Tier,Data representing the delivery tier.,"logistics.logistics_order_bv.""Delivery Tier""",logistics.logistics_order_bv,
Pick Up Zone,Data representing the pick up zone.,"logistics.logistics_order_bv.""Pick Up Zone""",logistics.logistics_order_bv,
Delivery Zone,Data representing the delivery zone.,"logistics.logistics_order_bv.""Delivery Zone""",logistics.logistics_order_bv,
"▼ logistics_order_dummy   (view, 48 cols)",,,logistics.logistics_order_dummy,"WITH base_master AS (
         SELECT ml.bap_id,
            ml.bpp_id,
            ml.order_id,
            ml.transaction_id,
            ml.fulfillment_status,
            ml.cod_order,
            ml.date,
            ml.order_created_at,
            ml.cancellation_code,
            ml.latest_order_status,
            ml.retail_order_id,
            ml.pick_up_pincode,
            ml.delivery_pincode,
            ml.retail_category,
            ml.shipment_type,
            ml.motorable_distance,
            ml.provider_name,
            ml.pickup_tat,
            ml.rts_tat,
            ml.f_ready_to_ship_at_date,
            ml.f_at_pickup_from_date,
            ml.f_agent_assigned_at_date,
            ml.delivered_date,
            ml.cancelled_date,
            ml.picked_date,
            ml.drop_row,
            ml.row_updated,
            ml.promised_time_to_deliver,
            ml.fulfillment_type,
            ml.awb_number,
            ml.pick_up_lat,
            ml.pick_up_long,
                CASE
                    WHEN ml.delivered_date IS NULL AND ml.cancelled_date IS NOT NULL THEN 'Cancelled'::character varying
                    WHEN ml.delivered_date IS NOT NULL AND ml.cancelled_date IS NULL THEN 'Completed'::character varying
                    ELSE ml.latest_order_status
                END AS order_status
           FROM logistics.master_log ml
          WHERE ml.drop_row = 0 AND ml.date >= '2026-01-01'::date
        ), master_table AS (
         SELECT ml.bap_id,
            ml.bpp_id,
            ml.order_id,
            ml.transaction_id,
            ml.fulfillment_status,
            ml.cod_order,
            ml.date,
            ml.order_created_at,
            ml.cancellation_code,
            ml.latest_order_status,
            ml.retail_order_id,
            ml.pick_up_pincode,
            ml.delivery_pincode,
            ml.retail_category,
            ml.shipment_type,
            ml.motorable_distance,
            ml.provider_name,
            ml.pickup_tat,
            ml.rts_tat,
            ml.f_ready_to_ship_at_date,
            ml.f_at_pickup_from_date,
            ml.f_agent_assigned_at_date,
            ml.delivered_date,
            ml.cancelled_date,
            ml.picked_date,
            ml.promised_time_to_deliver,
            ml.fulfillment_type,
            ml.awb_number,
            ml.order_status
           FROM base_master ml
          WHERE NOT (ml.date >= '2024-05-01'::date AND ml.f_agent_assigned_at_date IS NULL AND ml.order_status::text = 'Cancelled'::text AND
                CASE
                    WHEN ml.bpp_id::text = 'ondc-lsp.olacabs.com'::text THEN 'P2P'::character varying
                    ELSE ml.shipment_type
                END::text = 'P2P'::text)
        ), base AS (
         SELECT COALESCE(l1.retail_order_id, l1.order_id) AS network_retail_order_id,
            l1.bpp_id,
            l1.order_created_at,
            l1.transaction_id,
            l1.order_id,
                CASE
                    WHEN l1.order_status::text = 'Completed'::text AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 'DAP'::text
                    WHEN l1.order_status::text = 'Completed'::text AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 'DANP'::text
                    WHEN l1.order_status::text = 'Completed'::text AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 'DNAP'::text
                    WHEN l1.order_status::text = 'Completed'::text AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 'DNANP'::text
                    WHEN (l1.order_status::text <> ALL (ARRAY['Completed'::character varying::text, 'Cancelled'::character varying::text])) AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 'IPAP'::text
                    WHEN (l1.order_status::text <> ALL (ARRAY['Completed'::character varying::text, 'Cancelled'::character varying::text])) AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 'IPANP'::text
                    WHEN (l1.order_status::text <> ALL (ARRAY['Completed'::character varying::text, 'Cancelled'::character varying::text])) AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 'IPNAP'::text
                    WHEN (l1.order_status::text <> ALL (ARRAY['Completed'::character varying::text, 'Cancelled'::character varying::text])) AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 'IPNANP'::text
                    WHEN l1.order_status::text = 'Cancelled'::text AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 'CAP'::text
                    WHEN l1.order_status::text = 'Cancelled'::text AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 'CANP'::text
                    WHEN l1.order_status::text = 'Cancelled'::text AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 'CNAP'::text
                    WHEN l1.order_status::text = 'Cancelled'::text AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 'CNANP'::text
                    ELSE NULL::text
                END AS mark,
                CASE
                    WHEN l1.order_status::text = 'Completed'::text AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 1
                    WHEN l1.order_status::text = 'Completed'::text AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 2
                    WHEN l1.order_status::text = 'Completed'::text AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 3
                    WHEN l1.order_status::text = 'Completed'::text AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 4
                    WHEN (l1.order_status::text <> ALL (ARRAY['Completed'::character varying::text, 'Cancelled'::character varying::text])) AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 5
                    WHEN (l1.order_status::text <> ALL (ARRAY['Completed'::character varying::text, 'Cancelled'::character varying::text])) AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 6
                    WHEN (l1.order_status::text <> ALL (ARRAY['Completed'::character varying::text, 'Cancelled'::character varying::text])) AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 7
                    WHEN (l1.order_status::text <> ALL (ARRAY['Completed'::character varying::text, 'Cancelled'::character varying::text])) AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 8
                    WHEN l1.order_status::text = 'Cancelled'::text AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 9
                    WHEN l1.order_status::text = 'Cancelled'::text AND l1.f_agent_assigned_at_date IS NOT NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 10
                    WHEN l1.order_status::text = 'Cancelled'::text AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NOT NULL THEN 11
                    WHEN l1.order_status::text = 'Cancelled'::text AND l1.f_agent_assigned_at_date IS NULL AND COALESCE(l1.f_at_pickup_from_date, l1.picked_date) IS NULL THEN 12
                    ELSE 999
                END AS rank
           FROM master_table l1
        ), final AS (
         SELECT base.network_retail_order_id,
            base.transaction_id,
            base.bpp_id,
            min(base.rank) AS rank
           FROM base
          GROUP BY base.network_retail_order_id, base.transaction_id, base.bpp_id
        ), min_rank AS (
         SELECT base.network_retail_order_id,
            min(base.rank) AS min_rank
           FROM base
          GROUP BY base.network_retail_order_id
        ), base_dedup AS (
         SELECT f.network_retail_order_id,
            f.bpp_id,
            f.order_created_at,
            f.transaction_id,
            f.order_id,
            f.mark,
            f.rank,
            row_number() OVER (PARTITION BY f.network_retail_order_id ORDER BY f.order_created_at DESC) AS rn
           FROM base f
             JOIN min_rank m ON f.network_retail_order_id::text = m.network_retail_order_id::text AND f.rank = m.min_rank
        ), min_dedup AS (
         SELECT base_dedup.bpp_id,
            base_dedup.network_retail_order_id,
            base_dedup.transaction_id,
            base_dedup.order_id
           FROM base_dedup
          WHERE base_dedup.rn = 1
        ), master_with_rownum AS (
         SELECT mt.bap_id,
            mt.bpp_id,
            mt.order_id,
            mt.transaction_id,
            mt.fulfillment_status,
            mt.cod_order,
            mt.date,
            mt.order_created_at,
            mt.cancellation_code,
            mt.latest_order_status,
            mt.retail_order_id,
            mt.pick_up_pincode,
            mt.delivery_pincode,
            mt.retail_category,
            mt.shipment_type,
            mt.motorable_distance,
            mt.provider_name,
            mt.pickup_tat,
            mt.rts_tat,
            mt.f_ready_to_ship_at_date,
            mt.f_at_pickup_from_date,
            mt.f_agent_assigned_at_date,
            mt.delivered_date,
            mt.cancelled_date,
            mt.picked_date,
            mt.promised_time_to_deliver,
            mt.fulfillment_type,
            mt.order_status,
            mt.awb_number AS awbnumber,
                CASE
                    WHEN md.transaction_id::text = mt.transaction_id::text AND COALESCE(mt.retail_order_id::text, mt.order_id::text) = md.network_retail_order_id::text AND md.order_id::text = mt.order_id::text THEN 1
                    ELSE 0
                END AS rn_retail,
            row_number() OVER (PARTITION BY mt.order_id, mt.transaction_id, mt.bap_id, mt.bpp_id, mt.order_created_at ORDER BY mt.order_created_at DESC) AS rn_order
           FROM master_table mt
             LEFT JOIN min_dedup md ON md.bpp_id::text = mt.bpp_id::text AND md.transaction_id::text = mt.transaction_id::text AND COALESCE(mt.retail_order_id::text, mt.order_id::text) = md.network_retail_order_id::text AND md.order_id::text = mt.order_id::text
        )
 SELECT mw.bap_id,
    mw.bpp_id,
        CASE
            WHEN mw.date >= (CURRENT_DATE - '6 mons'::interval) THEN mw.order_id
            ELSE NULL::character varying
        END AS order_id,
        CASE
            WHEN mw.date >= (CURRENT_DATE - '6 mons'::interval) THEN mw.transaction_id
            ELSE NULL::character varying
        END AS transaction_id,
    mw.fulfillment_status,
    mw.fulfillment_type,
    mw.cod_order,
    mw.date,
    mw.order_created_at,
    mw.cancellation_code,
    mw.order_status AS latest_order_status,
        CASE
            WHEN mw.date >= (CURRENT_DATE - '6 mons'::interval) THEN mw.retail_order_id
            ELSE NULL::character varying
        END AS retail_order_id,
    mw.pick_up_pincode,
    mw.delivery_pincode,
    mw.retail_category,
    mw.shipment_type,
    mw.motorable_distance,
    mw.provider_name,
    date_trunc('minute'::text, mw.pickup_tat) AS pickup_tat,
    date_trunc('minute'::text, mw.rts_tat) AS rts_tat,
        CASE
            WHEN mw.date >= (CURRENT_DATE - '6 mons'::interval) THEN date_trunc('minute'::text, mw.f_ready_to_ship_at_date)
            ELSE NULL::timestamp without time zone
        END AS f_ready_to_ship_at_date,
    date_trunc('minute'::text, mw.f_at_pickup_from_date) AS f_at_pickup_from_date,
    date_trunc('minute'::text, mw.f_agent_assigned_at_date) AS f_agent_assigned_at_date,
    date_trunc('minute'::text, mw.delivered_date) AS delivered_date,
    date_trunc('minute'::text, mw.cancelled_date) AS cancelled_date,
    date_trunc('minute'::text, mw.picked_date) AS picked_date,
    date_trunc('minute'::text, mw.promised_time_to_deliver) AS promised_time_to_deliver,
    mw.awbnumber,
    o.""Buyer NP"" AS buyer_np,
    o.""Seller NP"" AS retail_snp,
        CASE
            WHEN o.""Network order id"" IS NULL THEN 0
            ELSE 1
        END AS ""Linked Orders"",
    mw.rn_retail AS dedup,
        CASE
            WHEN mw.rn_order = 1 THEN 1
            ELSE 0
        END AS order_count,
        CASE
            WHEN mw.order_status::text = 'Completed'::text AND mw.delivered_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN round(EXTRACT(epoch FROM mw.delivered_date - mw.f_ready_to_ship_at_date) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS avg_del,
    round(EXTRACT(epoch FROM mw.promised_time_to_deliver - mw.order_created_at) / 60::numeric, 0) AS del_tat_duration,
        CASE
            WHEN mw.order_status::text = 'Completed'::text AND mw.delivered_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN
            CASE
                WHEN mw.delivered_date <= mw.promised_time_to_deliver THEN 1
                ELSE 0
            END
            ELSE NULL::integer
        END AS del_adherence,
        CASE
            WHEN mw.order_status::text = 'Completed'::text AND mw.delivered_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL AND mw.promised_time_to_deliver IS NOT NULL AND mw.delivered_date > mw.promised_time_to_deliver THEN EXTRACT(epoch FROM mw.delivered_date - mw.promised_time_to_deliver)
            ELSE NULL::numeric
        END AS del_breach_diff,
        CASE
            WHEN mw.f_ready_to_ship_at_date IS NOT NULL THEN EXTRACT(epoch FROM mw.f_ready_to_ship_at_date - mw.order_created_at)
            ELSE NULL::numeric
        END AS rtsvscrt,
        CASE
            WHEN mw.picked_date IS NOT NULL THEN EXTRACT(epoch FROM COALESCE(mw.f_at_pickup_from_date, mw.picked_date) - mw.f_ready_to_ship_at_date)
            ELSE NULL::numeric
        END AS rtsvspck,
        CASE
            WHEN mw.order_status::text = 'Completed'::text AND mw.delivered_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN round(EXTRACT(epoch FROM mw.delivered_date - mw.f_ready_to_ship_at_date) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS delage,
        CASE
            WHEN mw.order_status::text = 'Cancelled'::text THEN EXTRACT(epoch FROM mw.cancelled_date - mw.order_created_at)
            ELSE NULL::numeric
        END AS cancel_secs,
        CASE
            WHEN mw.order_status::text <> ALL (ARRAY['Completed'::character varying::text, 'Cancelled'::character varying::text]) THEN round(EXTRACT(epoch FROM now() - mw.order_created_at::timestamp with time zone) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS in_process_ageing,
        CASE
            WHEN mw.f_at_pickup_from_date IS NOT NULL AND mw.picked_date IS NOT NULL THEN round(EXTRACT(epoch FROM mw.picked_date - mw.f_at_pickup_from_date) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS rider_waiting,
        CASE
            WHEN mw.f_agent_assigned_at_date IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN round(EXTRACT(epoch FROM mw.f_agent_assigned_at_date - mw.f_ready_to_ship_at_date) / 60::numeric, 0)
            ELSE NULL::numeric
        END AS rider_assigning,
        CASE
            WHEN mw.pickup_tat IS NOT NULL AND (mw.f_at_pickup_from_date IS NOT NULL OR mw.picked_date IS NOT NULL) THEN
            CASE
                WHEN COALESCE(mw.f_at_pickup_from_date, mw.picked_date) <= mw.pickup_tat THEN 0
                ELSE 1
            END
            ELSE NULL::integer
        END AS pick_up_breached,
        CASE
            WHEN mw.pickup_tat IS NOT NULL AND (mw.f_at_pickup_from_date IS NOT NULL OR mw.picked_date IS NOT NULL) THEN EXTRACT(epoch FROM COALESCE(mw.f_at_pickup_from_date, mw.picked_date) - mw.pickup_tat)
            ELSE NULL::numeric
        END AS pick_up_tat_diff,
        CASE
            WHEN mw.rts_tat IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN
            CASE
                WHEN mw.f_ready_to_ship_at_date <= mw.rts_tat THEN 0
                ELSE 1
            END
            ELSE NULL::integer
        END AS rts_breached,
        CASE
            WHEN mw.rts_tat IS NOT NULL AND mw.f_ready_to_ship_at_date IS NOT NULL THEN EXTRACT(epoch FROM mw.f_ready_to_ship_at_date - mw.rts_tat)
            ELSE NULL::numeric
        END AS rts_tat_diff
   FROM master_with_rownum mw
     LEFT JOIN analytics_insight.order_level o ON o.""Network order id""::text = mw.retail_order_id::text AND o.""Date"" >= '2026-01-01'::date;"
bap_id,Unique identifier for the Buyer App (BAP).,"logistics.logistics_order_dummy.""bap_id""",logistics.logistics_order_dummy,
bpp_id,Unique identifier for the Seller App (BPP).,"logistics.logistics_order_dummy.""bpp_id""",logistics.logistics_order_dummy,
order_id,Unique identifier for order.,"logistics.logistics_order_dummy.""order_id""",logistics.logistics_order_dummy,
transaction_id,Unique ONDC transaction identifier.,"logistics.logistics_order_dummy.""transaction_id""",logistics.logistics_order_dummy,
fulfillment_status,Turn-Around-Time (TAT) measurement.,"logistics.logistics_order_dummy.""fulfillment_status""",logistics.logistics_order_dummy,
fulfillment_type,Data representing the fulfillment type.,"logistics.logistics_order_dummy.""fulfillment_type""",logistics.logistics_order_dummy,
cod_order,Data representing the cod order.,"logistics.logistics_order_dummy.""cod_order""",logistics.logistics_order_dummy,
date,Timestamp or date indicating when date occurred.,"logistics.logistics_order_dummy.""date""",logistics.logistics_order_dummy,
order_created_at,Timestamp when the record was created.,"logistics.logistics_order_dummy.""order_created_at""",logistics.logistics_order_dummy,
cancellation_code,Timestamp or date indicating when cancellation code occurred.,"logistics.logistics_order_dummy.""cancellation_code""",logistics.logistics_order_dummy,
latest_order_status,Turn-Around-Time (TAT) measurement.,"logistics.logistics_order_dummy.""latest_order_status""",logistics.logistics_order_dummy,
retail_order_id,Unique identifier for retail order.,"logistics.logistics_order_dummy.""retail_order_id""",logistics.logistics_order_dummy,
pick_up_pincode,Indian postal code (pincode).,"logistics.logistics_order_dummy.""pick_up_pincode""",logistics.logistics_order_dummy,
delivery_pincode,Indian postal code (pincode).,"logistics.logistics_order_dummy.""delivery_pincode""",logistics.logistics_order_dummy,
retail_category,Timestamp or date indicating when retail category occurred.,"logistics.logistics_order_dummy.""retail_category""",logistics.logistics_order_dummy,
shipment_type,Data representing the shipment type.,"logistics.logistics_order_dummy.""shipment_type""",logistics.logistics_order_dummy,
motorable_distance,Data representing the motorable distance.,"logistics.logistics_order_dummy.""motorable_distance""",logistics.logistics_order_dummy,
provider_name,Unique identifier for provider name.,"logistics.logistics_order_dummy.""provider_name""",logistics.logistics_order_dummy,
pickup_tat,Turn-Around-Time (TAT) measurement.,"logistics.logistics_order_dummy.""pickup_tat""",logistics.logistics_order_dummy,
rts_tat,Turn-Around-Time (TAT) measurement.,"logistics.logistics_order_dummy.""rts_tat""",logistics.logistics_order_dummy,
f_ready_to_ship_at_date,Timestamp or date indicating when f ready to ship at date occurred.,"logistics.logistics_order_dummy.""f_ready_to_ship_at_date""",logistics.logistics_order_dummy,
f_at_pickup_from_date,Timestamp or date indicating when f at pickup from date occurred.,"logistics.logistics_order_dummy.""f_at_pickup_from_date""",logistics.logistics_order_dummy,
f_agent_assigned_at_date,Timestamp or date indicating when f agent assigned at date occurred.,"logistics.logistics_order_dummy.""f_agent_assigned_at_date""",logistics.logistics_order_dummy,
delivered_date,Timestamp or date indicating when delivered date occurred.,"logistics.logistics_order_dummy.""delivered_date""",logistics.logistics_order_dummy,
cancelled_date,Timestamp or date indicating when cancelled date occurred.,"logistics.logistics_order_dummy.""cancelled_date""",logistics.logistics_order_dummy,
picked_date,Timestamp or date indicating when picked date occurred.,"logistics.logistics_order_dummy.""picked_date""",logistics.logistics_order_dummy,
promised_time_to_deliver,Timestamp or date indicating when promised time to deliver occurred.,"logistics.logistics_order_dummy.""promised_time_to_deliver""",logistics.logistics_order_dummy,
awbnumber,Data representing the awbnumber.,"logistics.logistics_order_dummy.""awbnumber""",logistics.logistics_order_dummy,
buyer_np,Data representing the buyer np.,"logistics.logistics_order_dummy.""buyer_np""",logistics.logistics_order_dummy,
retail_snp,Data representing the retail snp.,"logistics.logistics_order_dummy.""retail_snp""",logistics.logistics_order_dummy,
Linked Orders,Data representing the linked orders.,"logistics.logistics_order_dummy.""Linked Orders""",logistics.logistics_order_dummy,
